Name,Rating,League,Team,FaceID,HasImage,Position
"Jordan Farr (565014)",62,"USL Championship","San Antonio FC",565014,1,GK
"Jordan Farr (565014)",72,"USL Championship","Indy Eleven",565014,1,GK
"Stanley Oganbor (565044)",62,"USL Championship","FC Tulsa",565044,0,CF
"Mahala Opoku (565774)",67,"MLS","CF Montréal",565774,1,RW
"Mahala Opoku (565774)",79,"MLS","Los Angeles FC",565774,1,RW
"Mahala Opoku (565774)",62,"USL Championship","Las Vegas Lights FC",565774,1,RW
"Ilias Iliadis (565832)",67,"MLS","CF Montréal",565832,1,CDM
"Ian McGrath (566347)",58,"NISA","Chattanooga FC",566347,0,CM
"Ian McGrath (566347)",60,"NISA","Philadelphia Fury",566347,0,CM
"Ian McGrath (566347)",62,"USL Championship","Oklahoma City Energy FC",566347,0,CM
"Ethan Bristow (566676)",67,"MLS","Minnesota United FC",566676,1,LB
"Chavany Willis (566838)",58,"USL League One","Union Omaha",566838,1,CDM
"Chavany Willis (566838)",73,"USL Championship","Bethlehem Steel FC",566838,1,CDM
"Ethan Bryant (567275)",62,"USL Championship","Monterey Bay FC",567275,1,CAM
"Ethan Bryant (567275)",82,"MLS","Sporting Kansas City II",567275,1,CAM
"Ethan Bryant (567275)",67,"MLS","Sporting Kansas City",567275,1,CAM
"Ethan Bryant (567275)",58,"USL League One","Richmond Kickers",567275,1,CAM
"Ethan Bryant (567275)",62,"USL Championship","San Antonio FC",567275,1,CAM
"Ray Serrano (567406)",77,"USL Championship","Louisville City FC",567406,1,RW
"Ray Serrano (567406)",73,"MLS Next Pro","Tacoma Defiance",567406,1,RW
"Ray Serrano (567406)",67,"MLS","Seattle Sounders FC 2",567406,1,RW
"Dante Sealy (568179)",82,"MLS","CF Montréal",568179,1,LW
"Dante Sealy (568179)",70,"MLS","FC Dallas",568179,1,LW
"Dante Sealy (568179)",58,"MLS Next Pro","North Texas SC",568179,1,LW
"Paul Christensen (568200)",58,"USL League One","Greenville Triumph SC",568200,0,GK
"Paul Christensen (568200)",67,"MLS","Atlanta United 2",568200,0,GK
"Paul Christensen (568200)",67,"MLS","Atlanta United FC",568200,0,GK
"Show (568216)",67,"MLS","FC Dallas",568216,1,CDM
"Sam Gleadle (568285)",62,"USL Championship","Louisville City FC",568285,1,LB
"Sam Gleadle (568285)",62,"USL Championship","Monterey Bay FC",568285,1,LB
"Sam Gleadle (568285)",62,"USL Championship","San Antonio FC",568285,1,LB
"Sam Gleadle (568285)",67,"MLS","Minnesota United FC",568285,1,LB
"Sam Gleadle (568285)",62,"USL Championship","Reno 1868 FC",568285,1,LB
"Frédéric Piquionne (5683)",67,"MLS","Portland Timbers",5683,0,CF
"Frédéric Piquionne (5683)",67,"MLS","Portland Timbers Reserves",5683,0,CF
"Theo Corbeanu (568535)",82,"MLS","Toronto FC",568535,1,RW
"Mustafa Kizza (568750)",67,"MLS","CF Montréal",568750,0,LB
"Steven Sserwadda (568840)",69,"MLS","New York Red Bulls II",568840,1,CM
"Steven Sserwadda (568840)",67,"MLS","New York Red Bulls",568840,1,CM
"Gaoussou Samaké (569049)",62,"USL Championship","Las Vegas Lights FC",569049,1,LB
"Gaoussou Samaké (569049)",67,"MLS","D.C. United",569049,1,LB
"Gaoussou Samaké (569049)",62,"USL Championship","Loudoun United FC",569049,1,LB
"Uriel Macias (569435)",62,"USL Championship","Colorado Springs Switchbacks FC",569435,0,CM
"Luke Ferreira (569555)",58,"NISA","Flower City Union",569555,1,CF
"Luke Ferreira (569555)",60,"NISA","Chattanooga FC",569555,1,CF
"Luke Ferreira (569555)",69,"USL Championship","Colorado Springs Switchbacks FC",569555,1,CF
"Jake Areman (570261)",72,"USL Championship","Tampa Bay Rowdies",570261,0,RM
"Jake Areman (570261)",62,"USL Championship","Charlotte Independence",570261,0,RM
"Mutaya Mwape (570268)",67,"NISA","Maryland Bobcats FC",570268,1,RM
"Mutaya Mwape (570268)",58,"NISA","Chattanooga FC",570268,1,RM
"Mutaya Mwape (570268)",58,"USL League One","South Georgia Tormenta FC",570268,1,RM
"Mutaya Mwape (570268)",63,"USL League One","Richmond Kickers",570268,1,RM
"Matt Lewis (570542)",62,"USL Championship","Detroit City FC",570542,1,CB
"Matt Lewis (570542)",62,"USL Championship","El Paso Locomotive FC",570542,1,CB
"Matt Lewis (570542)",58,"NISA","New York Cosmos",570542,1,CB
"Christian Enriquez (570449)",58,"USL League One","Chattanooga Red Wolves SC",570449,0,CM
"Christian Enriquez (570449)",61,"USL League One","Forward Madison FC",570449,0,CM
"Christian Enriquez (570449)",58,"NISA","San Diego 1904 FC",570449,0,CM
"Christian Enriquez (570449)",67,"MLS","Portland Timbers 2",570449,0,CM
"Grant Lillard (570559)",62,"USL Championship","Loudoun United FC",570559,0,CB
"Grant Lillard (570559)",67,"MLS","Columbus Crew",570559,0,CB
"Grant Lillard (570559)",67,"MLS","Columbus Crew SC",570559,0,CB
"Grant Lillard (570559)",67,"MLS","Inter Miami CF",570559,0,CB
"Grant Lillard (570559)",58,"USL League One","Lansing Ignite FC",570559,0,CB
"Luis Argudo (570561)",67,"USL Championship","Pittsburgh Riverhounds SC",570561,1,RW
"Luis Argudo (570561)",67,"MLS","Inter Miami CF",570561,1,RW
"Luis Argudo (570561)",76,"MLS","Columbus Crew SC",570561,1,RW
"Luis Argudo (570561)",62,"USL Championship","Hartford Athletic",570561,1,RW
"Claude Dielna (57135)",67,"MLS","Portland Timbers",57135,0,CB
"Claude Dielna (57135)",67,"MLS","Portland Timbers 2",57135,0,CB
"Claude Dielna (57135)",67,"MLS","New England Revolution",57135,0,CB
"Nate Shultz (572003)",58,"USL League One","Greenville Triumph SC",572003,1,RB
"Nate Shultz (572003)",62,"USL Championship","Los Angeles Galaxy II",572003,1,RB
"Sebastián Palma (572041)",58,"USL League One","Westchester SC",572041,1,CB
"Sebastián Palma (572041)",62,"USL Championship","Charleston Battery",572041,1,CB
"Jordon Mutch (57207)",79,"MLS","Vancouver Whitecaps FC",57207,0,CM
"Tally Hall (57231)",67,"MLS","D.C. United",57231,0,GK
"Tally Hall (57231)",77,"MLS","Orlando City SC",57231,0,GK
"Tally Hall (57231)",81,"MLS","Houston Dynamo",57231,0,GK
"Tally Hall (57231)",67,"MLS","Houston Dynamo Reserves",57231,0,GK
"Aidan Apodaca (572646)",62,"USL Championship","Charleston Battery",572646,1,CF
"Aidan Apodaca (572646)",62,"USL Championship","Orange County SC",572646,1,CF
"Aidan Apodaca (572646)",62,"USL Championship","El Paso Locomotive FC",572646,1,CF
"Aidan Apodaca (572646)",62,"USL Championship","Reno 1868 FC",572646,1,CF
"Koby Osei-Wusu (572739)",67,"MLS Next Pro","Orlando City B",572739,0,CAM
"Kevin Partida (572968)",64,"USL Championship","Orange County SC",572968,1,CDM
"Kevin Partida (572968)",62,"USL Championship","Indy Eleven",572968,1,CDM
"Kevin Partida (572968)",67,"MLS","Minnesota United FC",572968,1,CDM
"Kevin Partida (572968)",68,"USL Championship","Reno 1868 FC",572968,1,CDM
"Kevin Partida (572968)",67,"MLS","San Jose Earthquakes",572968,1,CDM
"Peter-Lee Vassell (573222)",62,"USL Championship","Birmingham Legion FC",573222,0,CAM
"Peter-Lee Vassell (573222)",71,"USL Championship","Hartford Athletic",573222,0,CAM
"Peter-Lee Vassell (573222)",73,"USL Championship","Indy Eleven",573222,0,CAM
"Peter-Lee Vassell (573222)",64,"USL Championship","Phoenix Rising FC",573222,0,CAM
"Peter-Lee Vassell (573222)",67,"MLS","Los Angeles FC",573222,0,CAM
"Iván Franco (573409)",67,"MLS","Houston Dynamo FC",573409,1,ST
"Jared Stroud (573442)",67,"MLS","D.C. United",573442,1,LW
"Jared Stroud (573442)",67,"MLS","Austin FC",573442,1,LW
"Jared Stroud (573442)",69,"MLS","New York Red Bulls",573442,1,LW
"Jared Stroud (573442)",67,"MLS","New York Red Bulls II",573442,1,LW
"Francis Jno-Baptiste (573867)",58,"USL League One","Forward Madison FC",573867,1,CF
"Johnny Klein (573944)",67,"USL Championship","Monterey Bay FC",573944,1,RM
"Johnny Klein (573944)",62,"USL Championship","Charleston Battery",573944,1,RM
"Johnny Klein (573944)",58,"MLS Next Pro","St. Louis CITY SC 2",573944,1,RM
"Johnny Klein (573944)",67,"MLS","Portland Timbers 2",573944,1,RM
"John Murphy Jr. (573948)",58,"USL League One","Forward Madison FC",573948,1,CM
"John Murphy Jr. (573948)",60,"USL League One","South Georgia Tormenta FC",573948,1,CM
"John Murphy Jr. (573948)",79,"MLS","New York Red Bulls II",573948,1,CM
"John Murphy Jr. (573948)",58,"USL League One","Union Omaha",573948,1,CM
"John Murphy Jr. (573948)",62,"USL Championship","Loudoun United FC",573948,1,CM
"John Murphy Jr. (573948)",67,"MLS","New York Red Bulls U-23",573948,1,CM
"Steffen Yeates (573949)",67,"MLS","Toronto FC II",573949,0,CM
"Steffen Yeates (573949)",67,"MLS","Toronto FC",573949,0,CM
"Aaron Cervantes (574258)",67,"MLS","Austin FC II",574258,1,GK
"Aaron Cervantes (574258)",58,"MLS Next Pro","Los Angeles Galaxy II",574258,1,GK
"Aaron Cervantes (574258)",66,"USL Championship","Orange County SC",574258,1,GK
"Alejandro Viniegra (574769)",61,"MLS Next Pro","North Texas SC",574769,0,CAM
"Simon Dawkins (57488)",62,"USL Championship","Monterey Bay FC",57488,1,LW
"Simon Dawkins (57488)",67,"MLS","San Jose Earthquakes",57488,1,LW
"Simon Dawkins (57488)",67,"MLS","San Jose Earthquakes Reserves",57488,1,LW
"Raddy Ovouka (575309)",62,"USL Championship","New Mexico United",575309,0,LB
"Richard Ledezma (575367)",67,"MLS","New York City FC",575367,1,RB
"Richard Ledezma (575367)",58,"MLS Next Pro","Real Monarchs SLC",575367,1,RB
"Frankie Amaya (575368)",67,"MLS","Los Angeles FC",575368,1,CM
"Frankie Amaya (575368)",74,"MLS","New York Red Bulls",575368,1,CM
"Frankie Amaya (575368)",67,"MLS","FC Cincinnati",575368,1,CM
"Frankie Amaya (575368)",62,"USL Championship","Orange County SC",575368,1,CM
"Damien Perrinelle (57540)",67,"MLS","New York Red Bulls",57540,0,CB
"Damien Perrinelle (57540)",67,"MLS","New York Red Bulls II",57540,0,CB
"Damien Perrinelle (57540)",67,"MLS","New York Red Bulls Reserves",57540,0,CB
"Sebastian Cruz (575779)",71,"USL League One","AV Alta FC",575779,1,RW
"Sebastian Cruz (575779)",82,"MLS","Sporting Kansas City II",575779,1,RW
"Sebastian Cruz (575779)",67,"MLS","Sporting Kansas City",575779,1,RW
"Taylor Davila (575790)",77,"USL Championship","Louisville City FC",575790,1,CM
"Taylor Davila (575790)",77,"USL Championship","Rio Grande Valley FC Toros",575790,1,CM
"Taylor Davila (575790)",75,"USL Championship","Los Angeles Galaxy II",575790,1,CM
"Santiago Sosa (576026)",67,"MLS","Atlanta United FC",576026,1,CB
"Thiago Almada (576028)",82,"MLS","Atlanta United FC",576028,1,LW
"Noah Franke (576041)",58,"USL League One","Greenville Triumph SC",576041,1,RB
"Noah Franke (576041)",58,"USL League One","FC Tucson",576041,1,RB
"Noah Franke (576041)",62,"USL Championship","Pittsburgh Riverhounds SC",576041,1,RB
"Sean Karani (576882)",73,"MLS Next Pro","Ventura County FC",576882,1,RW
"Sean Karani (576882)",64,"USL Championship","Swope Park Rangers",576882,1,RW
"Wilson Harris (576847)",62,"USL Championship","Louisville City FC",576847,1,CF
"Wilson Harris (576847)",67,"MLS","Sporting Kansas City",576847,1,CF
"Wilson Harris (576847)",75,"MLS","Sporting Kansas City II",576847,1,CF
"Wilson Harris (576847)",77,"USL Championship","Swope Park Rangers",576847,1,CF
"Kaveh Rad (576880)",67,"MLS","Portland Timbers 2",576880,1,CB
"Kaveh Rad (576880)",62,"USL Championship","Hartford Athletic",576880,1,CB
"Kaveh Rad (576880)",67,"MLS","Sporting Kansas City II",576880,1,CB
"Kaveh Rad (576880)",67,"MLS","Sporting Kansas City",576880,1,CB
"Kaveh Rad (576880)",62,"USL Championship","Swope Park Rangers",576880,1,CB
"Jahon Rad (576884)",67,"MLS","Sporting Kansas City II",576884,0,CB
"Jahon Rad (576884)",62,"USL Championship","Swope Park Rangers",576884,0,CB
"Jordan Faria (577800)",82,"MLS","Toronto FC II",577800,1,LM
"Jordan Faria (577800)",67,"MLS","Toronto FC",577800,1,LM
"John Pulskamp (577858)",73,"MLS","Sporting Kansas City",577858,1,GK
"John Pulskamp (577858)",67,"MLS","Sporting Kansas City II",577858,1,GK
"John Pulskamp (577858)",66,"USL Championship","Swope Park Rangers",577858,1,GK
"Jacob Castro (577878)",67,"MLS","Seattle Sounders FC",577878,1,GK
"Jacob Castro (577878)",58,"MLS Next Pro","Tacoma Defiance",577878,1,GK
"Jacob Castro (577878)",67,"MLS","Seattle Sounders FC 2",577878,1,GK
"Chris Richards (578539)",67,"MLS","FC Dallas",578539,0,CB
"Cristian Parano (578756)",77,"USL Championship","Sacramento Republic FC",578756,1,CAM
"Cristian Parano (578756)",68,"USL Championship","San Antonio FC",578756,1,CAM
"Greg Boehme (578934)",60,"USL League One","Richmond Kickers",578934,0,CM
"Obafemi Martins (5794)",67,"MLS","Seattle Sounders FC",5794,0,CF
"Róbert Orri Thorkelsson (579573)",67,"MLS","CF Montréal",579573,1,CB
"Leonard Owusu (579628)",67,"MLS","Vancouver Whitecaps FC",579628,0,CDM
"Fede Bessone (57973)",67,"MLS","Sporting Kansas City",57973,0,LB
"Simon Colyn (579756)",67,"MLS","Vancouver Whitecaps FC",579756,0,CAM
"Sam Howard (579753)",62,"USL Championship","Hartford Athletic",579753,0,GK
"Sam Howard (579753)",62,"NISA","Valley United FC",579753,0,GK
"Sam Howard (579753)",62,"USL Championship","Oklahoma City Energy FC",579753,0,GK
"Sam Howard (579753)",58,"USL League One","Union Omaha",579753,0,GK
"Sam Howard (579753)",62,"USL Championship","Fresno FC",579753,0,GK
"David Ochoa (580234)",67,"MLS","Los Angeles FC",580234,1,GK
"David Ochoa (580234)",67,"MLS","Los Angeles FC 2",580234,1,GK
"David Ochoa (580234)",71,"MLS","D.C. United",580234,1,GK
"David Ochoa (580234)",58,"MLS Next Pro","Real Monarchs SLC",580234,1,GK
"David Ochoa (580234)",67,"MLS","Real Salt Lake City",580234,1,GK
"John Bostock (58097)",69,"MLS","Toronto FC",58097,0,CM
"Michee Ngalina (580812)",76,"USL Championship","Hartford Athletic",580812,1,CF
"Michee Ngalina (580812)",70,"USL Championship","Colorado Springs Switchbacks FC",580812,1,CF
"Michee Ngalina (580812)",67,"MLS","Los Angeles FC",580812,1,CF
"Michee Ngalina (580812)",67,"MLS","Philadelphia Union",580812,1,CF
"Michee Ngalina (580812)",77,"USL Championship","Bethlehem Steel FC",580812,1,CF
"Odin Holm (581109)",67,"MLS","Los Angeles FC",581109,1,CM
"Odin Holm (581109)",69,"MLS","Los Angeles FC 2",581109,1,CM
"Andrea Pirlo (5817)",67,"MLS","New York City FC",5817,0,CDM
"Lucas Demitra (582425)",58,"MLS Next Pro","St. Louis CITY SC 2",582425,0,RW
"Andrés Reyes (582995)",67,"MLS","San Diego FC",582995,1,CB
"Andrés Reyes (582995)",67,"MLS","New York Red Bulls",582995,1,CB
"Andrés Reyes (582995)",67,"MLS","New York Red Bulls II",582995,1,CB
"Andrés Reyes (582995)",67,"MLS","Inter Miami CF",582995,1,CB
"Jacob Jackson (583163)",67,"MLS","FC Dallas",583163,1,GK
"Jacob Jackson (583163)",67,"MLS","San Diego FC",583163,1,GK
"Jacob Jackson (583163)",67,"MLS","San Jose Earthquakes",583163,1,GK
"Jacob Jackson (583163)",60,"MLS Next Pro","The Town FC",583163,1,GK
"Jacob Jackson (583163)",67,"MLS","New England Revolution II",583163,1,GK
"Jacob Jackson (583163)",67,"MLS","New England Revolution",583163,1,GK
"Jacob Jackson (583163)",58,"MLS Next Pro","Real Monarchs SLC",583163,1,GK
"Wilson Palacios (58361)",62,"USL Championship","Miami FC",58361,0,CDM
"Thomas Müller (58358)",70,"MLS","Vancouver Whitecaps FC",58358,1,ST
"Conrad Lee (583662)",58,"MLS Next Pro","Tacoma Defiance",583662,0,GK
"Conrad Lee (583662)",67,"MLS","Seattle Sounders FC 2",583662,0,GK
"Maarten Pouwels (583816)",62,"USL Championship","Louisville City FC",583816,0,CF
"Marlon Vargas (584584)",76,"USL Championship","New Mexico United",584584,1,CAM
"Marlon Vargas (584584)",82,"MLS","Colorado Rapids 2",584584,1,CAM
"Marlon Vargas (584584)",67,"MLS","Colorado Rapids",584584,1,CAM
"Marlon Vargas (584584)",61,"MLS Next Pro","Tacoma Defiance",584584,1,CAM
"Marlon Vargas (584584)",67,"MLS","Seattle Sounders FC 2",584584,1,CAM
"Marlon Vargas (584584)",67,"MLS","Seattle Sounders FC",584584,1,CAM
"Alfredo Morales (58500)",67,"MLS","San Jose Earthquakes",58500,1,CM
"Alfredo Morales (58500)",69,"MLS","New York City FC",58500,1,CM
"Noah Eile (585329)",67,"MLS","New York Red Bulls",585329,1,CB
"Yeferson Contreras (585351)",62,"USL Championship","Indy Eleven",585351,0,RW
"Rodrigo Íñigo (58564)",62,"USL Championship","Las Vegas Lights FC",58564,0,CB
"Callum Chapman-Page (585725)",62,"USL Championship","Indy Eleven",585725,1,CB
"Callum Chapman-Page (585725)",62,"USL Championship","Miami FC",585725,1,CB
"Callum Chapman-Page (585725)",62,"USL Championship","FC Tulsa",585725,1,CB
"Pablo Jara (585724)",60,"USL League One","Richmond Kickers",585724,1,GK
"Pablo Jara (585724)",68,"USL League One","South Georgia Tormenta FC",585724,1,GK
"Isidro Martínez (585732)",69,"USL League One","Union Omaha",585732,1,CM
"Isidro Martínez (585732)",58,"USL League One","Northern Colorado Hailstorm FC",585732,1,CM
"Isidro Martínez (585732)",58,"USL League One","Forward Madison FC",585732,1,CM
"Isidro Martínez (585732)",62,"USL Championship","Rio Grande Valley FC Toros",585732,1,CM
"Isidro Martínez (585732)",69,"USL Championship","New Mexico United",585732,1,CM
"Isidro Martínez (585732)",67,"MLS","Houston Dynamo",585732,1,CM
"Nil Vinyals (585729)",71,"USL League One","Spokane Velocity FC",585729,1,CM
"Nil Vinyals (585729)",58,"USL League One","Richmond Kickers",585729,1,CM
"Nil Vinyals (585729)",72,"USL League One","South Georgia Tormenta FC",585729,1,CM
"George Campbell (585769)",67,"MLS","CF Montréal",585769,1,CB
"George Campbell (585769)",67,"MLS","Atlanta United FC",585769,1,CB
"George Campbell (585769)",67,"MLS","Atlanta United 2",585769,1,CB
"Danny Vitiello (585908)",77,"USL Championship","Sacramento Republic FC",585908,1,GK
"Danny Vitiello (585908)",77,"USL Championship","Pittsburgh Riverhounds SC",585908,1,GK
"Danny Vitiello (585908)",62,"USL Championship","New Mexico United",585908,1,GK
"Danny Vitiello (585908)",67,"MLS","Nashville SC",585908,1,GK
"Alexander Dexter (585913)",62,"USL Championship","Charleston Battery",585913,0,RW
"Alexander Dexter (585913)",65,"USL Championship","Loudoun United FC",585913,0,RW
"Michael Orozco (58599)",62,"USL Championship","Orange County SC",58599,0,CB
"Michael Orozco (58599)",67,"MLS","Philadelphia Union",58599,0,CB
"Zane Monlouis (586981)",67,"MLS","Toronto FC",586981,1,CB
"Jeremy Rafanello (587094)",67,"MLS","Philadelphia Union",587094,1,CAM
"Jeremy Rafanello (587094)",67,"MLS","Philadelphia Union II",587094,1,CAM
"Jeremy Rafanello (587094)",78,"MLS","New York Red Bulls II",587094,1,CAM
"Jeremy Rafanello (587094)",65,"USL Championship","Indy Eleven",587094,1,CAM
"Nathan Steinwascher (587385)",62,"USL Championship","Detroit City FC",587385,1,GK
"Wilfred Williams (587389)",58,"NISA","Chattanooga FC",587389,0,LB
"Wilfred Williams (587389)",62,"USL Championship","Oakland Roots SC",587389,0,LB
"Wilfred Williams (587389)",58,"MLS Next Pro","Orlando City B",587389,0,LB
"Wilfred Williams (587389)",62,"USL Championship","Detroit City FC",587389,0,LB
"Wilfred Williams (587389)",67,"MLS","FC Dallas Reserves",587389,0,LB
"Rafa Mentzingen (587391)",73,"USL Championship","North Carolina FC",587391,1,LW
"Rafa Mentzingen (587391)",62,"USL League One","North Carolina FC",587391,1,LW
"Rafa Mentzingen (587391)",64,"USL League One","Chattanooga Red Wolves SC",587391,1,LW
"Rafa Mentzingen (587391)",73,"USL Championship","Memphis 901 FC (- 2024)",587391,1,LW
"Rafa Mentzingen (587391)",58,"USL League One","Lansing Ignite FC",587391,1,LW
"Rafa Mentzingen (587391)",62,"USL Championship","Detroit City FC",587391,1,LW
"Roddy Green (587392)",70,"NISA","Savannah Clovers FC",587392,1,CF
"Roddy Green (587392)",73,"NISA","Gold Star FC Detroit",587392,1,CF
"Roddy Green (587392)",58,"NISA","Chattanooga FC",587392,1,CF
"Roddy Green (587392)",62,"USL Championship","Detroit City FC",587392,1,CF
"Trevor Amann (587395)",62,"USL Championship","FC Tulsa",587395,1,CF
"Trevor Amann (587395)",68,"USL Championship","Sacramento Republic FC",587395,1,CF
"Trevor Amann (587395)",67,"USL League One","Northern Colorado Hailstorm FC",587395,1,CF
"Trevor Amann (587395)",62,"USL Championship","Detroit City FC",587395,1,CF
"George Chomakov (587396)",62,"USL Championship","Detroit City FC",587396,0,CDM
"Jacob Labovitz (587444)",55,"USL League 2","Vermont Green FC",587444,1,CF
"Jacob Labovitz (587444)",58,"USL League One","Greenville Triumph SC",587444,1,CF
"Stipe Biuk (587520)",67,"MLS","Los Angeles FC",587520,1,LW
"Jermaine Fordah (588147)",62,"USL Championship","New Mexico United",588147,0,GK
"Jermaine Fordah (588147)",58,"NISA","Los Angeles Force",588147,0,GK
"Jermaine Fordah (588147)",66,"USL Championship","Loudoun United FC",588147,0,GK
"Jermaine Fordah (588147)",62,"USL Championship","El Paso Locomotive FC",588147,0,GK
"Benjamin Ofeimu (588933)",62,"USL Championship","Indy Eleven",588933,1,CB
"Benjamin Ofeimu (588933)",62,"USL Championship","Miami FC",588933,1,CB
"Benjamin Ofeimu (588933)",62,"USL Championship","Birmingham Legion FC",588933,1,CB
"Benjamin Ofeimu (588933)",67,"MLS","Philadelphia Union II",588933,1,CB
"Benjamin Ofeimu (588933)",62,"USL Championship","Bethlehem Steel FC",588933,1,CB
"Benjamin Ofeimu (588933)",67,"MLS","Philadelphia Union",588933,1,CB
"Clément Bayiha (589005)",67,"MLS","CF Montréal",589005,0,RW
"Mathieu Choinière (589006)",70,"MLS","Los Angeles FC",589006,1,CM
"Mathieu Choinière (589006)",67,"MLS","CF Montréal",589006,1,CM
"Maximiliano Schenfeld (589634)",58,"USL League One","Richmond Kickers",589634,1,LB
"Maximiliano Schenfeld (589634)",58,"USL League One","Central Valley Fuego FC",589634,1,LB
"Maximiliano Schenfeld (589634)",58,"USL League One","FC Tucson",589634,1,LB
"Maximiliano Schenfeld (589634)",62,"USL Championship","Miami FC",589634,1,LB
"Kelvin Yeboah (589737)",82,"MLS","Minnesota United FC",589737,1,CF
"Samuel Goñi (589772)",64,"NISA","Los Angeles Force",589772,0,CF
"Giovanni Montesdeoca (589676)",60,"USL League One","Union Omaha",589676,0,CF
"Giovanni Montesdeoca (589676)",64,"USL Championship","Loudoun United FC",589676,0,CF
"Adrien Pérez (589774)",67,"USL Championship","Louisville City FC",589774,1,RW
"Adrien Pérez (589774)",62,"USL Championship","San Diego Loyal SC (- 2023)",589774,1,RW
"Adrien Pérez (589774)",67,"MLS","D.C. United",589774,1,RW
"Adrien Pérez (589774)",67,"MLS","Los Angeles FC",589774,1,RW
"Tyler Allen (589769)",58,"USL League One","FC Tucson",589769,0,RB
"Tyler Allen (589769)",58,"USL League One","Forward Madison FC",589769,0,RB
"Andy Cabrera (589832)",77,"USL Championship","El Paso Locomotive FC",589832,1,LW
"Andy Cabrera (589832)",77,"USL Championship","Rio Grande Valley FC Toros",589832,1,LW
"Junior Hoilett (58993)",67,"MLS","Vancouver Whitecaps FC",58993,1,LW
"Ryan Flood (589982)",62,"USL Championship","Phoenix Rising FC",589982,1,LB
"Ryan Flood (589982)",62,"USL Championship","Orange County SC",589982,1,LB
"Roman Bürki (59027)",60,"MLS Next Pro","St. Louis CITY SC 2",59027,1,GK
"Stiven Plaza (591375)",70,"MLS","New York Red Bulls II",591375,0,CF
"Moussa Djitté (591796)",70,"MLS","Austin FC",591796,0,CF
"Victor Eriksson (592084)",67,"MLS","Minnesota United FC",592084,1,CB
"Victor Eriksson (592084)",67,"MLS","Minnesota United FC 2",592084,1,CB
"Michael Wentzel (592356)",58,"MLS Next Pro","St. Louis CITY SC 2",592356,1,CB
"Brunallergene Junior Etou (592359)",62,"USL Championship","Pittsburgh Riverhounds SC",592359,1,LB
"Brunallergene Junior Etou (592359)",62,"USL Championship","Tampa Bay Rowdies",592359,1,LB
"Brunallergene Junior Etou (592359)",62,"USL Championship","Charlotte Independence",592359,1,LB
"Nathan Fogaça (592363)",67,"MLS","Portland Timbers",592363,1,CF
"Nathan Fogaça (592363)",73,"MLS","Portland Timbers 2",592363,1,CF
"Nathan Fogaça (592363)",62,"USL Championship","San Antonio FC",592363,1,CF
"Phila Dlamini (592559)",58,"USL League One","Texoma FC",592559,1,CM
"Phila Dlamini (592559)",65,"USL League One","Lexington SC",592559,1,CM
"Andrés Ríos (59310)",67,"MLS","San Jose Earthquakes",59310,0,CF
"Harvey Neville (593296)",62,"USL Championship","San Antonio FC",593296,1,LB
"Harvey Neville (593296)",62,"USL Championship","Phoenix Rising FC",593296,1,LB
"Harvey Neville (593296)",62,"USL Championship","Sacramento Republic FC",593296,1,LB
"Harvey Neville (593296)",67,"MLS","Portland Timbers 2",593296,1,LB
"Harvey Neville (593296)",62,"USL Championship","Loudoun United FC",593296,1,LB
"Harvey Neville (593296)",67,"MLS","Inter Miami CF",593296,1,LB
"Harvey Neville (593296)",67,"MLS","Inter Miami CF II",593296,1,LB
"Harvey Neville (593296)",58,"USL League One","Fort Lauderdale CF",593296,1,LB
"Asier Illarramendi (59344)",82,"MLS","FC Dallas",59344,1,CDM
"Isaac Bawa (593927)",58,"USL League One","Union Omaha",593927,1,RB
"Isaac Bawa (593927)",62,"USL Championship","Los Angeles Galaxy II",593927,1,RB
"Wilman Conde (59457)",67,"MLS","New York Red Bulls",59457,0,CB
"Brad Evans (59460)",67,"MLS","Sporting Kansas City",59460,0,CB
"Brad Evans (59460)",67,"MLS","Seattle Sounders FC",59460,0,CB
"Brad Evans (59460)",67,"MLS","Seattle Sounders FC Reserves",59460,0,CB
"Brad Evans (59460)",67,"MLS","Columbus Crew",59460,0,CB
"Michael Harrington (59465)",67,"MLS","Colorado Rapids",59465,0,LB
"Michael Harrington (59465)",67,"MLS","Portland Timbers",59465,0,LB
"Michael Harrington (59465)",67,"MLS","Sporting Kansas City",59465,0,LB
"Michael Harrington (59465)",67,"MLS","Sporting Kansas City Reserves",59465,0,LB
"Gary Flood (59461)",67,"MLS","New England Revolution",59461,0,CDM
"Aaron Hohlbein (59467)",62,"USL Championship","Miami FC",59467,0,CM
"Brad Knighton (59470)",67,"MLS","New England Revolution",59470,0,GK
"Brad Knighton (59470)",67,"MLS","New England Revolution II",59470,0,GK
"Brad Knighton (59470)",71,"MLS","Vancouver Whitecaps FC",59470,0,GK
"Brad Knighton (59470)",73,"MLS","Philadelphia Union",59470,0,GK
"Brad Knighton (59470)",69,"MLS","Portland Timbers",59470,0,GK
"Chris Konopka (59471)",62,"USL Championship","Tampa Bay Rowdies",59471,0,GK
"Chris Konopka (59471)",67,"MLS","Minnesota United FC",59471,0,GK
"Chris Konopka (59471)",67,"MLS","Portland Timbers",59471,0,GK
"Chris Konopka (59471)",67,"MLS","Toronto FC",59471,0,GK
"Chris Konopka (59471)",67,"MLS","Toronto FC II",59471,0,GK
"Chris Konopka (59471)",67,"MLS","Philadelphia Union",59471,0,GK
